id,client_order_id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,replaced_by,replaces,asset_id,symbol,asset_class,qty,filled_qty,filled_avg_price,order_class,order_type,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs
844dfccf-f3dc-4438-acc2-8c4956d85623,0b67c9bc-0f9d-4c64-a2be-1eaa1c4b8f6b,2020-06-16T16:48:52.24408Z,2020-06-17T11:21:55.666727Z,2020-06-16T16:48:52.22908Z,2020-06-16T16:48:52.283Z,,,,,,,6c321aa2-8da0-4466-9013-1fdc27971e81,FTSI,us_equity,10,10,9.6801,,market,market,sell,day,,,filled,False,
1a389fa5-c651-4be1-82a3-0cc761bf9429,9756fa49-3220-4353-8a82-aefd17ac4468,2020-06-16T16:48:52.165967Z,2020-06-17T11:21:55.668748Z,2020-06-16T16:48:52.148428Z,2020-06-16T16:48:52.243Z,,,,,,,d811ca12-80f0-4cd0-a6b8-917655c82ded,GGAL,us_equity,19,19,10.5901,,market,market,sell,day,,,filled,False,
12393d56-efdb-42f0-9302-db0f9bfe237f,2a4e5ef1-71c3-4d6b-9043-dba65a325854,2020-06-16T16:48:52.134243Z,2020-06-17T11:21:55.670471Z,2020-06-16T16:48:52.118487Z,2020-06-16T16:48:52.156Z,,,,,,,cd1d007d-7cf5-4e32-a598-df7361bf8b0f,IO,us_equity,55,55,2.9601,,market,market,sell,day,,,filled,False,
df6df842-a348-4dce-ad00-048d4e6d2106,382b0bde-5e6a-466b-a3ac-a96266d167e7,2020-06-16T16:48:51.944021Z,2020-06-17T11:21:55.672162Z,2020-06-16T16:48:51.930398Z,2020-06-16T16:48:52.024Z,,,,,,,1320b143-2d2c-41ae-8cb1-1577fd692d00,JMIA,us_equity,31,31,5.8301,,market,market,sell,day,,,filled,False,
7566dedb-6cc7-49b4-9f33-c17ef41a10c9,a030406a-5587-458d-bf15-90ff71440379,2020-06-16T16:48:51.911553Z,2020-06-17T11:21:55.673935Z,2020-06-16T16:48:51.896654Z,2020-06-16T16:48:51.942Z,,,,,,,7ac59904-f084-4e10-a7e3-15822f7bdd05,LX,us_equity,32,32,10.5001,,market,market,sell,day,,,filled,False,
11606cf3-8de3-4760-830e-6f3b07eb537e,73aabff8-360c-475b-a699-efec8254a43e,2020-06-16T16:48:51.881869Z,2020-06-17T11:21:55.675916Z,2020-06-16T16:48:51.862054Z,2020-06-16T16:48:51.961Z,,,,,,,12f2560a-e867-49bc-a2ac-5fdd1d3ae4d0,MR,us_equity,42,42,5.4701,,market,market,sell,day,,,filled,False,
a803e08b-206a-4380-8bff-b043576b5a0b,16aef3ba-51d5-4037-b05d-ec41bd8a55e1,2020-06-16T16:48:51.754848Z,2020-06-17T11:21:55.677786Z,2020-06-16T16:48:51.741264Z,2020-06-16T16:48:51.778Z,,,,,,,99ef65f3-265d-429f-a981-57184a279344,NGL,us_equity,65,65,5.6702,,market,market,sell,day,,,filled,False,
9f328da3-258a-4cc1-b2d7-f6f5904e5377,ff1baad2-16d3-44eb-a250-608005bde697,2020-06-16T16:48:51.678169Z,2020-06-17T11:21:55.679447Z,2020-06-16T16:48:51.663891Z,2020-06-16T16:48:51.733Z,,,,,,,6a8e775c-1cf3-48bf-a3d1-3ceabcbf0a44,OVV,us_equity,30,30,10.1001,,market,market,sell,day,,,filled,False,
1ffdd4c6-fe8c-44aa-bc6b-73ccf9386946,21e45a44-2825-4905-938c-841f0726af75,2020-06-16T16:48:51.649313Z,2020-06-17T11:21:55.681201Z,2020-06-16T16:48:51.634625Z,2020-06-16T16:48:51.67Z,,,,,,,7968515a-d03e-4146-b474-ade8d291185c,SSL,us_equity,17,17,8.8601,,market,market,sell,day,,,filled,False,
2e8ec5e3-d8a3-4424-82b5-6514c8ea4432,ff1d3f18-5d98-4c9e-8fe0-bd2fc643ada6,2020-06-16T16:48:51.552132Z,2020-06-17T11:21:55.682815Z,2020-06-16T16:48:51.531887Z,2020-06-16T16:48:51.572Z,,,,,,,29d5331f-51de-45dc-a429-c0d3d62cb6a9,TUP,us_equity,27,27,5.4202,,market,market,sell,day,,,filled,False,
192ed2a2-a144-4e72-aa32-9174b4cb24b4,716f0235-5ce8-4dda-87bd-f408fd9f9a8c,2020-06-16T16:48:51.462367Z,2020-06-17T11:21:55.684646Z,2020-06-16T16:48:51.448559Z,2020-06-16T16:48:51.54Z,,,,,,,6354637c-943f-4fad-a3b6-de93c160ea20,WTI,us_equity,52,52,2.9201,,market,market,sell,day,,,filled,False,
eb3254c1-6899-4d03-bf9b-648e5664d274,69fe2f4b-c77b-4e94-a3b2-e8228cc69715,2020-06-16T16:48:51.435488Z,2020-06-17T11:21:55.686457Z,2020-06-16T16:48:51.422566Z,2020-06-16T16:48:51.457Z,,,,,,,39b83d46-b444-4841-a799-1ac86120727b,XHR,us_equity,8,8,11.7301,,market,market,sell,day,,,filled,False,
